,cellLabel,cellSize,Y_cent,X_cent,H&E_R,H&E_G,H&E_B,dst_register,src_register,DAPI,CD45,CD3e,CD8,CD4,CD45RO,CD45RA,CD69,CD57,CD56,FoxP3,CD28,CD86,T-bet,TCF1_7,IFN-y,GranzymeB,Tox_Tox2,Tim-3,PD-1,LAG-3,CD20,CD138,CD68,TREM2,CD163,CD16,CD11b,CD11c,MPO,C1Q,IDO-1,PDL1,CA9,Cytokeratin,HLA1,Ki-67,P53,CD31,Podoplanin,aSMA,NaKATP,VDAC1,ATP5A,GLUT1,G6PD
773,774,541,447.4731977818854,431.7486136783734,124442.0,121123.0,124900.0,1723053.0,4474474.0,1398893.0,17073.0,74519.0,52.0,539.0,160.0,776856.0,541.0,541.0,598.0,541.0,149558.0,423214.0,2728.0,541.0,240.0,0.0,77612.0,1886.0,14021.0,155.0,60.0,51802.0,541.0,720945.0,500.0,22130.0,115189.0,541.0,109518.0,296.0,5446.0,238.0,1376018.0,75635.0,335254.0,541.0,21919.0,250.0,262.0,34.0,2223729.0,127826.0,202344.0,386935.0,114823.0
774,775,595,447.92605042016805,384.9495798319328,137300.0,132597.0,136262.0,846878.0,1966432.0,675538.0,568.0,60933.0,17.0,890.0,117.0,1511399.0,595.0,595.0,83.0,595.0,166414.0,201015.0,582.0,542.0,553.0,21.0,93140.0,835.0,12897.0,61.0,490.0,51999.0,577.0,366491.0,595.0,595.0,129232.0,595.0,4442.0,580.0,4070.0,5974.0,636040.0,20262.0,216414.0,595.0,13679.0,807.0,167.0,9.0,1119485.0,373855.0,375789.0,181673.0,228017.0
775,776,421,448.99287410926365,458.2399049881235,92674.0,86553.0,92897.0,2488204.0,6330865.0,2008667.0,781030.0,759709.0,31.0,389.0,70.0,635984.0,421.0,421.0,45821.0,421.0,133649.0,473041.0,114082.0,392.0,972.0,5.0,56201.0,33899.0,18417.0,315.0,22.0,61493.0,352.0,483120.0,6913.0,69630.0,103763.0,421.0,129567.0,20215.0,23867.0,240.0,1550931.0,121691.0,318339.0,421.0,29653.0,207.0,52.0,13.0,1447154.0,532051.0,484686.0,170879.0,111125.0
776,777,151,448.72185430463577,488.2450331125828,35559.0,34588.0,35371.0,206738.0,376665.0,186870.0,25.0,12603.0,0.0,151.0,123.0,152871.0,151.0,151.0,1362.0,151.0,42452.0,83543.0,151.0,151.0,1415.0,0.0,12158.0,50037.0,3163.0,23.0,764.0,10181.0,151.0,149240.0,151.0,136.0,32822.0,151.0,1682.0,849.0,323.0,12748.0,265674.0,51755.0,142519.0,151.0,3801.0,90.0,121.0,0.0,432233.0,219254.0,118861.0,29108.0,37103.0
777,778,522,449.79693486590037,8.208812260536398,116997.0,112203.0,117224.0,4346466.0,9506123.0,3496984.0,507104.0,1031748.0,17.0,519.0,39184.0,966830.0,522.0,522.0,7555.0,522.0,218478.0,589442.0,281726.0,500.0,488.0,51.0,114017.0,115184.0,34444.0,421.0,61.0,120526.0,6446.0,993900.0,5934.0,350329.0,181551.0,522.0,340464.0,21638.0,69055.0,14040.0,1063225.0,29769.0,350919.0,3092866.0,46178.0,3335.0,49.0,53.0,1457399.0,552408.0,526761.0,333718.0,169335.0
778,779,41,447.0975609756098,183.4878048780488,9574.0,9495.0,9581.0,47249.0,141054.0,50695.0,41.0,24611.0,0.0,41.0,0.0,117136.0,41.0,41.0,0.0,41.0,14538.0,31281.0,41.0,7.0,20.0,0.0,10188.0,5392.0,1798.0,0.0,12.0,4373.0,41.0,45983.0,41.0,41.0,11637.0,41.0,3171.0,44047.0,145.0,297.0,242906.0,6694.0,27085.0,41.0,1627.0,191.0,6.0,5.0,229140.0,2305.0,6034.0,113076.0,17163.0
779,780,923,450.3575297941495,308.931744312026,196194.0,186675.0,196460.0,7198578.0,18942730.0,5695018.0,11396.0,410053.0,6.0,776.0,440.0,1119861.0,923.0,923.0,114.0,923.0,335137.0,992951.0,125921.0,906.0,2426.0,87.0,248919.0,802.0,49781.0,52.0,629.0,179584.0,902.0,930378.0,1222.0,3651.0,251422.0,923.0,132451.0,51112.0,62060.0,5260.0,1096153.0,1096.0,333158.0,923.0,90472.0,409.0,204.0,92.0,3169807.0,719086.0,726447.0,771511.0,184439.0
780,781,588,455.57312925170066,579.6547619047619,129974.0,117899.0,129407.0,1899372.0,4905403.0,1530810.0,71405.0,531883.0,23097.0,588.0,5329.0,60418.0,574.0,588.0,20159.0,588.0,197626.0,360286.0,1241.0,528.0,39797.0,135.0,23278.0,304513.0,22756.0,155.0,84870.0,115681.0,569.0,51425.0,581.0,566.0,128139.0,588.0,22847.0,50781.0,483.0,561.0,1821702.0,1061121.0,647997.0,2530.0,20079.0,991.0,231.0,8278.0,500139.0,1005613.0,1749185.0,497.0,35666.0
781,782,124,450.81451612903226,770.75,29538.0,28580.0,29054.0,227680.0,627056.0,188964.0,124.0,24920.0,0.0,20446.0,106.0,134175.0,124.0,124.0,0.0,124.0,27416.0,58930.0,18.0,111.0,270.0,16.0,7773.0,40500.0,1535.0,0.0,145.0,2325.0,124.0,79956.0,124.0,124.0,17999.0,124.0,16469.0,3534.0,2888.0,13.0,112578.0,32064.0,112653.0,119.0,2320.0,0.0,3.0,2.0,470099.0,139519.0,77104.0,25298.0,24939.0
782,783,536,450.6455223880597,952.3563432835821,127705.0,126830.0,127674.0,1245218.0,3126213.0,1088385.0,503.0,112705.0,13.0,536.0,202.0,350755.0,536.0,536.0,74.0,536.0,193658.0,372844.0,442.0,364.0,253.0,24.0,105831.0,360.0,18081.0,403.0,150.0,164545.0,517.0,644414.0,528.0,521.0,168527.0,536.0,21949.0,27740.0,3733.0,2009.0,913101.0,28150.0,296076.0,536.0,18122.0,507.0,8.0,21.0,2531131.0,387859.0,788829.0,794972.0,87755.0
