,cellLabel,cellSize,Y_cent,X_cent,H&E_R,H&E_G,H&E_B,dst_register,src_register,DAPI,CD45,CD3e,CD8,CD4,CD45RO,CD45RA,CD69,CD57,CD56,FoxP3,CD28,CD86,T-bet,TCF1_7,IFN-y,GranzymeB,Tox_Tox2,Tim-3,PD-1,LAG-3,CD20,CD138,CD68,TREM2,CD163,CD16,CD11b,CD11c,MPO,C1Q,IDO-1,PDL1,CA9,Cytokeratin,HLA1,Ki-67,P53,CD31,Podoplanin,aSMA,NaKATP,VDAC1,ATP5A,GLUT1,G6PD
1724,1725,843,985.0284697508897,300.5741399762752,229.3594306049822,218.09845788849347,229.4590747330961,1291.153024911032,2949.32384341637,968.6927639383156,473.3214709371293,257.34875444839855,0.051008303677342826,0.8766310794780545,27.462633451957295,783.8327402135232,1.0,1.0,0.39501779359430605,1.0,290.97153024911034,504.1518386714116,1.0,1.0,1.0,0.045077105575326216,157.214709371293,11.507710557532622,44.54567022538553,0.0166073546856465,0.9074733096085409,356.01897983392644,196.1482799525504,2318.7022538552787,240.93950177935943,386.3689205219454,262.26809015421117,1.0,0.8185053380782918,472.6014234875445,0.8137603795966786,1.4412811387900355,4378.82206405694,161.22301304863583,620.9786476868327,1.0,30.026097271648872,0.8457888493475683,0.6263345195729537,0.3416370106761566,4983.487544483985,1079.2752075919336,1231.7864768683273,980.97034400949,173.48754448398577
1725,1726,583,980.3224699828473,130.21612349914236,231.71526586620925,225.04288164665522,232.19725557461408,2125.876500857633,5695.794168096055,1764.1749571183534,154.09777015437393,166.15780445969125,29.49228130360206,1.0,5.368782161234991,1445.778730703259,1.0,1.0,19.72384219554031,1.0,454.17324185248714,982.7530017152659,0.9982847341337907,0.7684391080617495,2.3481989708404805,20.427101200686106,247.71869639794167,2.6106346483704974,74.25385934819897,13.521440823327616,2.085763293310463,193.0943396226415,0.9845626072041166,2805.2315608919384,264.2778730703259,202.7753001715266,396.56432246998287,1.0,24.62607204116638,724.9331046312178,1.993138936535163,0.38250428816466553,1310.1852487135507,66.26415094339623,471.852487135506,1.0,78.08919382504288,0.3276157804459691,0.22641509433962265,1.346483704974271,3602.7324185248713,1580.761578044597,1596.008576329331,803.9897084048027,260.19554030874787
1726,1727,762,980.2979002624672,156.75853018372703,226.83727034120736,221.2217847769029,228.83333333333334,4176.145669291339,11931.481627296587,3539.001312335958,1.0,242.88713910761155,0.17585301837270342,1.0,0.04068241469816273,1671.713910761155,1.0,1.0,0.08923884514435695,1.0,406.37401574803147,923.9186351706037,23.808398950131235,0.7362204724409449,16.998687664041995,0.2821522309711286,275.3871391076116,1.2178477690288714,56.36745406824147,0.34120734908136485,0.9698162729658792,189.41863517060366,1.0,1145.716535433071,1.0,1.0,329.5748031496063,1.0,97.29527559055119,230.0288713910761,46.84251968503937,0.8858267716535433,1759.5721784776904,30.53018372703412,435.7729658792651,1.0,64.61679790026247,0.5866141732283464,0.12467191601049869,0.03937007874015748,4416.740157480315,537.0800524934383,896.3346456692914,799.485564304462,267.81627296587925
1727,1728,794,981.9508816120907,810.8551637279597,229.49874055415617,220.34508816120908,229.48488664987406,2575.8853904282114,6565.06926952141,2179.8350125944585,0.8967254408060453,379.0755667506297,0.07178841309823678,0.5680100755667506,0.45591939546599497,780.3173803526448,1.0,1.0,0.07304785894206549,1.0,327.54408060453403,916.2594458438288,2.632241813602015,0.8803526448362721,1.0,0.04534005037783375,172.7972292191436,1.0,40.731738035264485,2.6561712846347607,0.3513853904282116,75.816120906801,1.0,1074.8627204030226,1.0,0.9899244332493703,245.3060453400504,1.0,124.15239294710328,342.0994962216625,11.51007556675063,0.47103274559193953,3081.989924433249,29.389168765743072,302.1360201511335,0.9987405541561712,50.47229219143577,9.629722921914357,0.0982367758186398,0.0163727959697733,2180.071788413098,443.9949622166247,719.1637279596978,1172.7758186397984,135.64231738035264
1728,1729,946,982.3816067653277,94.09619450317125,211.57293868921775,194.03594080338266,213.43340380549682,6716.325581395349,18017.97885835095,5559.572938689218,3.3414376321353068,68.84672304439746,0.17864693446088795,1.0,0.1109936575052854,1570.3974630021141,1.0,1.0,0.23361522198731502,1.0,651.9334038054968,1480.9968287526426,114.10993657505286,0.9704016913319239,0.9016913319238901,0.11945031712473574,202.29281183932346,10.781183932346723,81.41437632135306,0.09513742071881606,1.0,210.90697674418604,0.927061310782241,906.4968287526427,2.2790697674418605,7.535940803382664,507.9936575052854,1.0,10.621564482029598,133.77906976744185,6.034883720930233,0.8340380549682875,153.96405919661734,530.9260042283298,809.5348837209302,1.0,126.35306553911205,0.813953488372093,0.049682875264270614,0.13424947145877378,2674.260042283298,2792.176532769556,1952.7610993657506,292.5285412262156,296.1088794926004
1729,1730,124,983.4596774193549,775.7258064516129,228.18548387096774,216.04032258064515,229.41935483870967,1859.1129032258063,3377.7741935483873,1319.1532258064517,1.0,302.64516129032256,0.9919354838709677,125.78225806451613,0.4596774193548387,667.5967741935484,1.0,1.0,0.0,1.0,306.6774193548387,891.7983870967741,1.0,0.5080645161290323,1.0,0.016129032258064516,165.71774193548387,1.0,59.0,1.3870967741935485,0.6129032258064516,409.8225806451613,1.0,1248.8629032258063,1.0,1.0,235.51612903225808,1.0,0.33064516129032256,631.1370967741935,5.5,0.5080645161290323,6209.935483870968,43.975806451612904,337.83870967741933,1.0,37.36290322580645,0.23387096774193547,0.06451612903225806,0.04838709677419355,3368.1290322580644,1104.717741935484,1295.7096774193549,765.6451612903226,126.20967741935483
1730,1731,630,984.5238095238095,671.1063492063493,218.86031746031745,206.77301587301588,221.4857142857143,5607.661904761905,15091.360317460318,4716.4111111111115,200.7253968253968,121.77142857142857,3.746031746031746,1.0,0.05396825396825397,1532.573015873016,1.0,1.0,2.041269841269841,1.0,172.1873015873016,1238.4809523809524,43.63968253968254,0.9587301587301588,1.4952380952380953,0.5095238095238095,34.476190476190474,10.953968253968254,25.174603174603174,2.1809523809523808,0.49047619047619045,93.77936507936508,45.75238095238095,4272.046031746032,72.5079365079365,1.6412698412698412,156.03650793650795,1.0,2041.3714285714286,2074.609523809524,17.868253968253967,6.698412698412699,2551.2619047619046,31.533333333333335,407.0984126984127,1.0,25.176190476190477,0.5285714285714286,0.14285714285714285,3.585714285714286,1537.5857142857142,445.70952380952383,964.7523809523809,454.02222222222224,105.25714285714285
1731,1732,671,984.8882265275707,754.25782414307,220.48733233979135,205.94932935916543,221.21460506706407,4357.178837555887,12199.986587183308,3625.2950819672133,0.9612518628912071,323.18628912071534,0.368107302533532,5.812220566318927,0.9672131147540983,593.2831594634873,1.0,1.0,0.02533532041728763,1.0,379.6080476900149,1259.7988077496275,24.31892697466468,0.8524590163934426,0.587183308494784,0.0,210.05812220566318,0.9016393442622951,87.1833084947839,0.7242921013412816,0.7078986587183308,168.68703427719822,0.9597615499254843,1504.6438152011922,0.9314456035767511,0.9552906110283159,302.7764530551416,1.0,110.9150521609538,747.7078986587184,24.688524590163933,0.7272727272727273,7232.244411326378,47.04023845007452,432.6482861400894,1.0,73.45901639344262,1.1967213114754098,0.20417287630402384,0.029806259314456036,2910.8956780923995,1326.9210134128166,1553.639344262295,1161.4560357675111,132.6199701937407
1732,1733,1014,985.5729783037475,263.3510848126233,225.0759368836292,216.82642998027615,227.49802761341223,3818.008875739645,10965.574950690336,3149.7090729783035,84.92209072978304,219.49013806706114,0.015779092702169626,0.9615384615384616,3.6124260355029585,654.9723865877712,2.616370808678501,1.0,0.1232741617357002,1.0,366.8195266272189,1003.7485207100592,0.9230769230769231,0.9832347140039448,0.9881656804733728,0.04339250493096647,215.5147928994083,0.7810650887573964,83.20315581854044,0.2455621301775148,1.0,241.24260355029585,1.4230769230769231,1527.0108481262328,30.54437869822485,171.2465483234714,322.96055226824456,1.0,117.30473372781066,359.90039447731755,0.9960552268244576,1.9003944773175543,2070.5394477317554,19.41715976331361,459.75049309664695,1.0,65.29783037475345,0.8619329388560157,0.24753451676528598,0.005917159763313609,3781.360946745562,939.5414201183432,1439.5473372781064,616.1193293885601,163.12130177514794
1733,1734,613,988.236541598695,479.3442088091354,229.86460032626428,222.326264274062,231.70962479608482,1922.699836867863,5353.6035889070145,1670.9543230016313,35.719412724306686,112.92985318107667,0.021207177814029365,1.0,1.6769983686786296,1419.6411092985318,1.0,1.0,0.01794453507340946,1.0,224.6231647634584,449.4486133768352,7.4013050570962475,1.0,0.7063621533442088,0.01468189233278956,91.33605220228385,18.0163132137031,22.33605220228385,0.057096247960848286,0.9771615008156607,83.93964110929853,23.504078303425775,1602.1859706362154,0.7455138662316476,1.6411092985318108,171.92332789559543,1.0,12.021207177814029,134.1500815660685,20.522022838499183,61.06199021207178,2694.482871125612,61.55301794453507,500.05546492659056,1.0,22.518760195758563,0.30179445350734097,0.2903752039151713,0.02936378466557912,2206.5823817292007,1002.0081566068516,637.184339314845,266.373572593801,278.02283849918433
